idx,class
1665,NoWhale
1666,RightWhale
1667,RightWhale
1668,NoWhale
1669,NoWhale
1670,RightWhale
1671,RightWhale
1672,NoWhale
1673,NoWhale
1674,RightWhale
1675,RightWhale
1676,NoWhale
1677,RightWhale
1678,RightWhale
1679,NoWhale
1680,NoWhale
1681,NoWhale
1682,RightWhale
1683,RightWhale
1684,NoWhale
1685,RightWhale
1686,NoWhale
1687,NoWhale
1688,NoWhale
1689,NoWhale
1690,RightWhale
1691,NoWhale
1692,RightWhale
1693,RightWhale
1694,RightWhale
1695,NoWhale
1696,RightWhale
1697,RightWhale
1698,NoWhale
1699,NoWhale
1700,NoWhale
1701,NoWhale
1702,NoWhale
1703,RightWhale
1704,NoWhale
1705,NoWhale
1706,RightWhale
1707,NoWhale
1708,RightWhale
1709,NoWhale
1710,NoWhale
1711,RightWhale
1712,RightWhale
1713,NoWhale
1714,RightWhale
1715,RightWhale
1716,NoWhale
1717,NoWhale
1718,NoWhale
1719,NoWhale
1720,NoWhale
1721,NoWhale
1722,RightWhale
1723,RightWhale
1724,RightWhale
1725,RightWhale
1726,RightWhale
1727,RightWhale
1728,NoWhale
1729,RightWhale
1730,NoWhale
1731,NoWhale
1732,RightWhale
1733,NoWhale
1734,NoWhale
1735,NoWhale
1736,RightWhale
1737,NoWhale
1738,RightWhale
1739,NoWhale
1740,RightWhale
1741,NoWhale
1742,RightWhale
1743,NoWhale
1744,RightWhale
1745,NoWhale
1746,RightWhale
1747,NoWhale
1748,NoWhale
1749,NoWhale
1750,RightWhale
1751,NoWhale
1752,RightWhale
1753,NoWhale
1754,RightWhale
1755,NoWhale
1756,RightWhale
1757,RightWhale
1758,NoWhale
1759,NoWhale
1760,RightWhale
1761,RightWhale
1762,NoWhale
1763,RightWhale
1764,NoWhale
1765,NoWhale
1766,RightWhale
1767,RightWhale
1768,RightWhale
1769,NoWhale
1770,RightWhale
1771,RightWhale
1772,RightWhale
1773,NoWhale
1774,RightWhale
1775,RightWhale
1776,NoWhale
1777,NoWhale
1778,RightWhale
1779,NoWhale
1780,NoWhale
1781,RightWhale
1782,NoWhale
1783,RightWhale
1784,RightWhale
1785,RightWhale
1786,NoWhale
1787,NoWhale
1788,RightWhale
1789,NoWhale
1790,NoWhale
1791,RightWhale
1792,NoWhale
1793,RightWhale
1794,NoWhale
1795,NoWhale
1796,RightWhale
1797,RightWhale
1798,NoWhale
1799,RightWhale
1800,NoWhale
1801,RightWhale
1802,NoWhale
1803,NoWhale
1804,RightWhale
1805,RightWhale
1806,RightWhale
1807,RightWhale
1808,RightWhale
1809,NoWhale
1810,RightWhale
1811,RightWhale
1812,RightWhale
1813,NoWhale
1814,NoWhale
1815,NoWhale
1816,NoWhale
1817,NoWhale
1818,RightWhale
1819,NoWhale
1820,RightWhale
1821,NoWhale
1822,NoWhale
1823,RightWhale
1824,RightWhale
1825,NoWhale
1826,RightWhale
1827,NoWhale
1828,NoWhale
1829,NoWhale
1830,RightWhale
1831,RightWhale
1832,RightWhale
1833,NoWhale
1834,NoWhale
1835,NoWhale
1836,RightWhale
1837,NoWhale
1838,RightWhale
1839,RightWhale
1840,RightWhale
1841,RightWhale
1842,RightWhale
1843,RightWhale
1844,RightWhale
1845,NoWhale
1846,RightWhale
1847,NoWhale
1848,RightWhale
1849,NoWhale
1850,NoWhale
1851,RightWhale
1852,NoWhale
1853,RightWhale
1854,RightWhale
1855,RightWhale
1856,RightWhale
1857,NoWhale
1858,RightWhale
1859,RightWhale
1860,NoWhale
1861,RightWhale
1862,RightWhale
1863,NoWhale
1864,NoWhale
1865,RightWhale
1866,NoWhale
1867,NoWhale
1868,NoWhale
1869,RightWhale
1870,NoWhale
1871,NoWhale
1872,RightWhale
1873,RightWhale
1874,NoWhale
1875,RightWhale
1876,RightWhale
1877,RightWhale
1878,NoWhale
1879,NoWhale
1880,RightWhale
1881,RightWhale
1882,NoWhale
1883,NoWhale
1884,NoWhale
1885,RightWhale
1886,NoWhale
1887,RightWhale
1888,NoWhale
1889,NoWhale
1890,RightWhale
1891,RightWhale
1892,NoWhale
1893,RightWhale
1894,RightWhale
1895,NoWhale
1896,NoWhale
1897,RightWhale
1898,RightWhale
1899,RightWhale
1900,RightWhale
1901,NoWhale
1902,NoWhale
1903,NoWhale
1904,RightWhale
1905,RightWhale
1906,RightWhale
1907,NoWhale
1908,RightWhale
1909,NoWhale
1910,NoWhale
1911,RightWhale
1912,NoWhale
1913,NoWhale
1914,NoWhale
1915,RightWhale
1916,NoWhale
1917,NoWhale
1918,RightWhale
1919,RightWhale
1920,NoWhale
1921,NoWhale
1922,RightWhale
1923,RightWhale
1924,NoWhale
1925,NoWhale
1926,NoWhale
1927,RightWhale
1928,NoWhale
1929,NoWhale
1930,RightWhale
1931,RightWhale
1932,NoWhale
1933,RightWhale
1934,NoWhale
1935,RightWhale
1936,NoWhale
1937,RightWhale
1938,RightWhale
1939,RightWhale
1940,RightWhale
1941,NoWhale
1942,RightWhale
1943,RightWhale
1944,RightWhale
1945,RightWhale
1946,RightWhale
1947,RightWhale
1948,RightWhale
1949,RightWhale
1950,NoWhale
1951,RightWhale
1952,RightWhale
1953,RightWhale
1954,RightWhale
1955,NoWhale
1956,RightWhale
1957,RightWhale
1958,NoWhale
1959,RightWhale
1960,NoWhale
1961,RightWhale
1962,RightWhale
1963,RightWhale
1964,NoWhale
1965,RightWhale
1966,RightWhale
1967,RightWhale
1968,NoWhale
1969,RightWhale
1970,NoWhale
1971,RightWhale
1972,NoWhale
1973,NoWhale
1974,RightWhale
1975,NoWhale
1976,NoWhale
1977,NoWhale
1978,NoWhale
1979,NoWhale
1980,NoWhale
1981,NoWhale
1982,RightWhale
1983,NoWhale
1984,RightWhale
1985,RightWhale
1986,NoWhale
1987,NoWhale
1988,RightWhale
1989,NoWhale
1990,NoWhale
1991,RightWhale
1992,RightWhale
1993,RightWhale
1994,RightWhale
1995,RightWhale
1996,NoWhale
1997,NoWhale
1998,RightWhale
1999,RightWhale
2000,NoWhale
2001,NoWhale
2002,NoWhale
2003,RightWhale
2004,RightWhale
2005,NoWhale
2006,RightWhale
2007,NoWhale
2008,RightWhale
2009,RightWhale
2010,RightWhale
2011,NoWhale
2012,NoWhale
2013,RightWhale
2014,RightWhale
2015,RightWhale
2016,RightWhale
2017,NoWhale
2018,RightWhale
2019,RightWhale
2020,NoWhale
2021,RightWhale
2022,NoWhale
2023,NoWhale
2024,RightWhale
2025,NoWhale
2026,RightWhale
2027,NoWhale
2028,NoWhale
2029,RightWhale
2030,NoWhale
2031,NoWhale
2032,RightWhale
2033,NoWhale
2034,RightWhale
2035,RightWhale
2036,NoWhale
2037,RightWhale
2038,NoWhale
2039,NoWhale
2040,NoWhale
2041,NoWhale
2042,RightWhale
2043,NoWhale
2044,NoWhale
2045,RightWhale
2046,RightWhale
2047,NoWhale
2048,NoWhale
2049,NoWhale
2050,RightWhale
2051,RightWhale
2052,RightWhale
2053,RightWhale
2054,RightWhale
2055,NoWhale
2056,RightWhale
2057,NoWhale
2058,RightWhale
2059,RightWhale
2060,RightWhale
2061,NoWhale
2062,NoWhale
2063,NoWhale
2064,RightWhale
2065,NoWhale
2066,RightWhale
2067,NoWhale
2068,RightWhale
2069,NoWhale
2070,RightWhale
2071,NoWhale
2072,NoWhale
2073,RightWhale
2074,NoWhale
2075,RightWhale
2076,RightWhale
2077,NoWhale
2078,NoWhale
2079,RightWhale
2080,RightWhale
2081,NoWhale
2082,RightWhale
2083,RightWhale
2084,NoWhale
2085,RightWhale
2086,RightWhale
2087,NoWhale
2088,RightWhale
2089,NoWhale
2090,NoWhale
2091,RightWhale
2092,NoWhale
2093,NoWhale
2094,NoWhale
2095,NoWhale
2096,RightWhale
2097,RightWhale
2098,RightWhale
2099,NoWhale
2100,NoWhale
2101,RightWhale
2102,NoWhale
2103,RightWhale
2104,RightWhale
2105,NoWhale
2106,NoWhale
2107,NoWhale
2108,RightWhale
2109,RightWhale
2110,NoWhale
2111,RightWhale
2112,RightWhale
2113,NoWhale
2114,NoWhale
2115,RightWhale
2116,RightWhale
2117,RightWhale
2118,NoWhale
2119,NoWhale
2120,NoWhale
2121,RightWhale
2122,RightWhale
2123,NoWhale
2124,NoWhale
2125,RightWhale
2126,NoWhale
2127,NoWhale
2128,RightWhale
2129,NoWhale
2130,NoWhale
2131,NoWhale
2132,NoWhale
2133,NoWhale
2134,RightWhale
2135,NoWhale
2136,RightWhale
2137,RightWhale
2138,RightWhale
2139,RightWhale
2140,RightWhale
2141,RightWhale
2142,RightWhale
2143,NoWhale
2144,RightWhale
2145,NoWhale
2146,NoWhale
2147,NoWhale
2148,RightWhale
2149,NoWhale
2150,NoWhale
2151,NoWhale
2152,NoWhale
2153,RightWhale
2154,NoWhale
2155,NoWhale
2156,RightWhale
2157,NoWhale
2158,NoWhale
2159,NoWhale
2160,NoWhale
2161,RightWhale
2162,RightWhale
2163,RightWhale
2164,RightWhale
2165,NoWhale
2166,RightWhale
2167,RightWhale
2168,NoWhale
2169,NoWhale
2170,RightWhale
2171,NoWhale
2172,NoWhale
2173,RightWhale
2174,RightWhale
2175,NoWhale
2176,RightWhale
2177,RightWhale
2178,RightWhale
2179,NoWhale
2180,NoWhale
2181,RightWhale
2182,RightWhale
2183,RightWhale
2184,NoWhale
2185,NoWhale
2186,RightWhale
2187,NoWhale
2188,RightWhale
2189,RightWhale
2190,RightWhale
2191,RightWhale
2192,RightWhale
2193,NoWhale
2194,RightWhale
2195,NoWhale
2196,NoWhale
2197,NoWhale
2198,RightWhale
2199,RightWhale
2200,NoWhale
2201,NoWhale
2202,RightWhale
2203,NoWhale
2204,RightWhale
2205,RightWhale
2206,NoWhale
2207,RightWhale
2208,RightWhale
2209,NoWhale
2210,NoWhale
2211,RightWhale
2212,RightWhale
2213,RightWhale
2214,NoWhale
2215,NoWhale
2216,RightWhale
2217,RightWhale
2218,NoWhale
2219,NoWhale
2220,RightWhale
2221,NoWhale
2222,RightWhale
2223,NoWhale
2224,RightWhale
2225,NoWhale
2226,RightWhale
2227,NoWhale
2228,RightWhale
2229,NoWhale
2230,RightWhale
2231,RightWhale
2232,RightWhale
2233,RightWhale
2234,RightWhale
2235,RightWhale
2236,RightWhale
2237,NoWhale
2238,NoWhale
2239,RightWhale
2240,NoWhale
2241,RightWhale
2242,RightWhale
2243,RightWhale
2244,RightWhale
2245,NoWhale
2246,RightWhale
2247,RightWhale
2248,NoWhale
2249,NoWhale
2250,NoWhale
2251,RightWhale
2252,RightWhale
2253,RightWhale
2254,NoWhale
2255,NoWhale
2256,NoWhale
2257,RightWhale
2258,NoWhale
2259,NoWhale
2260,NoWhale
2261,NoWhale
2262,NoWhale
2263,NoWhale
2264,RightWhale
2265,NoWhale
2266,RightWhale
2267,NoWhale
2268,NoWhale
2269,NoWhale
2270,NoWhale
2271,NoWhale
2272,RightWhale
2273,NoWhale
2274,NoWhale
2275,NoWhale
2276,NoWhale
2277,RightWhale
2278,RightWhale
2279,RightWhale
2280,RightWhale
2281,RightWhale
2282,NoWhale
2283,RightWhale
2284,NoWhale
2285,NoWhale
2286,NoWhale
2287,RightWhale
2288,NoWhale
2289,NoWhale
2290,RightWhale
2291,NoWhale
2292,NoWhale
2293,RightWhale
2294,RightWhale
2295,NoWhale
2296,RightWhale
2297,RightWhale
2298,RightWhale
2299,RightWhale
2300,NoWhale
2301,NoWhale
2302,NoWhale
2303,RightWhale
2304,RightWhale
2305,NoWhale
2306,RightWhale
2307,RightWhale
2308,RightWhale
2309,NoWhale
2310,RightWhale
2311,RightWhale
2312,RightWhale
2313,NoWhale
2314,NoWhale
2315,NoWhale
2316,RightWhale
2317,NoWhale
2318,NoWhale
2319,NoWhale
2320,NoWhale
2321,RightWhale
2322,RightWhale
2323,RightWhale
2324,RightWhale
2325,NoWhale
2326,NoWhale
2327,RightWhale
2328,NoWhale
2329,NoWhale
2330,NoWhale
2331,RightWhale
2332,NoWhale
2333,NoWhale
2334,NoWhale
2335,RightWhale
2336,NoWhale
2337,NoWhale
2338,RightWhale
2339,RightWhale
2340,RightWhale
2341,NoWhale
2342,NoWhale
2343,NoWhale
2344,RightWhale
2345,NoWhale
2346,NoWhale
2347,RightWhale
2348,NoWhale
2349,NoWhale
2350,RightWhale
2351,NoWhale
2352,RightWhale
2353,RightWhale
2354,NoWhale
2355,RightWhale
2356,RightWhale
2357,RightWhale
2358,NoWhale
2359,RightWhale
2360,NoWhale
2361,NoWhale
2362,NoWhale
2363,RightWhale
2364,NoWhale
2365,RightWhale
2366,NoWhale
2367,RightWhale
2368,NoWhale
2369,RightWhale
2370,NoWhale
2371,RightWhale
2372,NoWhale
2373,NoWhale
2374,NoWhale
2375,RightWhale
2376,NoWhale
2377,RightWhale
2378,NoWhale
2379,NoWhale
2380,RightWhale
2381,RightWhale
2382,RightWhale
2383,RightWhale
2384,NoWhale
2385,NoWhale
2386,NoWhale
2387,NoWhale
2388,RightWhale
2389,NoWhale
2390,RightWhale
2391,NoWhale
2392,NoWhale
2393,RightWhale
2394,RightWhale
2395,NoWhale
2396,RightWhale
2397,RightWhale
2398,RightWhale
2399,NoWhale
2400,NoWhale
2401,RightWhale
2402,NoWhale
2403,NoWhale
2404,RightWhale
2405,RightWhale
2406,NoWhale
2407,RightWhale
2408,RightWhale
2409,RightWhale
2410,NoWhale
2411,NoWhale
2412,RightWhale
2413,RightWhale
2414,NoWhale
2415,NoWhale
2416,RightWhale
2417,NoWhale
2418,NoWhale
2419,RightWhale
2420,RightWhale
2421,NoWhale
2422,NoWhale
2423,RightWhale
2424,NoWhale
2425,RightWhale
2426,RightWhale
2427,NoWhale
2428,RightWhale
2429,RightWhale
2430,RightWhale
2431,RightWhale
2432,NoWhale
2433,RightWhale
2434,NoWhale
2435,RightWhale
2436,RightWhale
2437,NoWhale
2438,NoWhale
2439,RightWhale
2440,RightWhale
2441,RightWhale
2442,NoWhale
2443,RightWhale
2444,NoWhale
2445,RightWhale
2446,RightWhale
2447,RightWhale
2448,NoWhale
2449,NoWhale
2450,RightWhale
2451,NoWhale
2452,NoWhale
2453,RightWhale
2454,RightWhale
2455,NoWhale
2456,NoWhale
2457,NoWhale
2458,NoWhale
2459,RightWhale
2460,RightWhale
2461,NoWhale
2462,NoWhale
2463,NoWhale
2464,RightWhale
2465,NoWhale
2466,RightWhale
2467,NoWhale
2468,RightWhale
2469,RightWhale
2470,NoWhale
2471,NoWhale
2472,RightWhale
2473,RightWhale
2474,RightWhale
2475,NoWhale
2476,RightWhale
2477,NoWhale
2478,NoWhale
2479,NoWhale
2480,RightWhale
2481,NoWhale
2482,NoWhale
2483,RightWhale
2484,NoWhale
2485,RightWhale
2486,NoWhale
2487,RightWhale
2488,NoWhale
2489,RightWhale
2490,NoWhale
2491,RightWhale
2492,NoWhale
2493,RightWhale
2494,NoWhale
2495,NoWhale
2496,NoWhale
2497,RightWhale
2498,RightWhale
2499,NoWhale
2500,RightWhale
2501,NoWhale
2502,RightWhale
2503,RightWhale
2504,RightWhale
2505,NoWhale
2506,NoWhale
2507,NoWhale
2508,NoWhale
2509,RightWhale
2510,RightWhale
2511,RightWhale
2512,RightWhale
2513,NoWhale
2514,NoWhale
2515,RightWhale
2516,RightWhale
2517,NoWhale
2518,RightWhale
2519,NoWhale
2520,RightWhale
2521,RightWhale
2522,NoWhale
2523,RightWhale
2524,NoWhale
2525,RightWhale
2526,RightWhale
2527,RightWhale
2528,RightWhale
2529,RightWhale
2530,NoWhale
2531,RightWhale
2532,RightWhale
2533,RightWhale
2534,NoWhale
2535,NoWhale
2536,NoWhale
2537,RightWhale
2538,RightWhale
2539,NoWhale
2540,RightWhale
2541,RightWhale
2542,NoWhale
2543,NoWhale
2544,RightWhale
2545,NoWhale
2546,NoWhale
2547,NoWhale
2548,NoWhale
2549,RightWhale
2550,NoWhale
2551,RightWhale
2552,NoWhale
2553,NoWhale
2554,RightWhale
2555,RightWhale
2556,NoWhale
2557,RightWhale
2558,RightWhale
2559,NoWhale
2560,RightWhale
2561,NoWhale
2562,NoWhale
2563,RightWhale
2564,RightWhale
2565,RightWhale
2566,RightWhale
2567,RightWhale
2568,NoWhale
2569,RightWhale
2570,NoWhale
2571,NoWhale
2572,NoWhale
2573,RightWhale
2574,NoWhale
2575,RightWhale
2576,RightWhale
2577,RightWhale
2578,RightWhale
2579,RightWhale
2580,RightWhale
2581,NoWhale
2582,RightWhale
2583,NoWhale
2584,NoWhale
2585,RightWhale
2586,RightWhale
2587,NoWhale
2588,RightWhale
2589,NoWhale
2590,NoWhale
2591,RightWhale
2592,RightWhale
2593,RightWhale
2594,RightWhale
2595,RightWhale
2596,RightWhale
2597,RightWhale
2598,RightWhale
2599,RightWhale
2600,NoWhale
2601,RightWhale
2602,RightWhale
2603,NoWhale
2604,RightWhale
2605,RightWhale
2606,RightWhale
2607,RightWhale
2608,NoWhale
2609,NoWhale
2610,NoWhale
2611,RightWhale
2612,RightWhale
2613,RightWhale
2614,RightWhale
2615,NoWhale
2616,RightWhale
2617,NoWhale
2618,NoWhale
2619,RightWhale
2620,RightWhale
2621,NoWhale
2622,RightWhale
2623,RightWhale
2624,NoWhale
2625,NoWhale
2626,NoWhale
2627,RightWhale
2628,RightWhale
2629,RightWhale
2630,RightWhale
2631,NoWhale
2632,RightWhale
2633,RightWhale
2634,RightWhale
2635,NoWhale
2636,NoWhale
2637,RightWhale
2638,RightWhale
2639,NoWhale
2640,NoWhale
2641,RightWhale
2642,RightWhale
2643,NoWhale
2644,RightWhale
2645,NoWhale
2646,NoWhale
2647,NoWhale
2648,RightWhale
2649,RightWhale
2650,NoWhale
2651,NoWhale
2652,NoWhale
2653,NoWhale
2654,RightWhale
2655,RightWhale
2656,NoWhale
2657,NoWhale
2658,NoWhale
2659,RightWhale
2660,RightWhale
2661,RightWhale
2662,NoWhale
2663,NoWhale
2664,RightWhale
2665,NoWhale
2666,NoWhale
2667,RightWhale
2668,RightWhale
2669,RightWhale
2670,NoWhale
2671,NoWhale
2672,RightWhale
2673,RightWhale
2674,RightWhale
2675,NoWhale
2676,RightWhale
2677,NoWhale
2678,NoWhale
2679,NoWhale
2680,NoWhale
2681,NoWhale
2682,RightWhale
2683,RightWhale
2684,RightWhale
2685,NoWhale
2686,RightWhale
2687,RightWhale
2688,NoWhale
2689,RightWhale
2690,RightWhale
2691,NoWhale
2692,NoWhale
2693,NoWhale
2694,NoWhale
2695,RightWhale
2696,NoWhale
2697,NoWhale
2698,NoWhale
2699,NoWhale
2700,NoWhale
2701,NoWhale
2702,NoWhale
2703,RightWhale
2704,RightWhale
2705,NoWhale
2706,NoWhale
2707,NoWhale
2708,RightWhale
2709,RightWhale
2710,NoWhale
2711,NoWhale
2712,NoWhale
2713,RightWhale
2714,RightWhale
2715,RightWhale
2716,RightWhale
2717,RightWhale
2718,NoWhale
2719,NoWhale
2720,RightWhale
2721,RightWhale
2722,NoWhale
2723,RightWhale
2724,RightWhale
2725,NoWhale
2726,NoWhale
2727,RightWhale
2728,RightWhale
2729,RightWhale
2730,NoWhale
2731,RightWhale
2732,RightWhale
2733,RightWhale
2734,NoWhale
2735,RightWhale
2736,RightWhale
2737,RightWhale
2738,NoWhale
2739,RightWhale
2740,RightWhale
2741,NoWhale
2742,RightWhale
2743,RightWhale
2744,NoWhale
2745,RightWhale
2746,RightWhale
2747,RightWhale
2748,NoWhale
2749,NoWhale
2750,RightWhale
2751,NoWhale
2752,NoWhale
2753,NoWhale
2754,NoWhale
2755,RightWhale
2756,NoWhale
2757,NoWhale
2758,NoWhale
2759,RightWhale
2760,NoWhale
2761,NoWhale
2762,NoWhale
2763,RightWhale
2764,RightWhale
2765,NoWhale
2766,NoWhale
2767,RightWhale
2768,RightWhale
2769,RightWhale
2770,RightWhale
2771,NoWhale
2772,RightWhale
2773,NoWhale
2774,RightWhale
2775,NoWhale
2776,NoWhale
2777,RightWhale
2778,NoWhale
2779,NoWhale
2780,RightWhale
2781,RightWhale
2782,NoWhale
2783,NoWhale
2784,RightWhale
2785,RightWhale
2786,NoWhale
2787,RightWhale
2788,NoWhale
2789,NoWhale
2790,RightWhale
2791,NoWhale
2792,NoWhale
2793,RightWhale
2794,RightWhale
2795,RightWhale
2796,RightWhale
2797,RightWhale
2798,NoWhale
2799,NoWhale
2800,RightWhale
2801,NoWhale
2802,RightWhale
2803,NoWhale
2804,RightWhale
2805,NoWhale
2806,RightWhale
2807,NoWhale
2808,NoWhale
2809,NoWhale
2810,NoWhale
2811,NoWhale
2812,NoWhale
2813,RightWhale
2814,RightWhale
2815,NoWhale
2816,NoWhale
2817,RightWhale
2818,RightWhale
2819,NoWhale
2820,NoWhale
2821,RightWhale
2822,NoWhale
2823,NoWhale
2824,RightWhale
2825,RightWhale
2826,RightWhale
2827,NoWhale
2828,RightWhale
2829,RightWhale
2830,NoWhale
2831,NoWhale
2832,NoWhale
2833,RightWhale
2834,NoWhale
2835,RightWhale
2836,RightWhale
2837,RightWhale
2838,NoWhale
2839,RightWhale
2840,RightWhale
2841,RightWhale
2842,RightWhale
2843,NoWhale
2844,RightWhale
2845,NoWhale
2846,RightWhale
2847,NoWhale
2848,NoWhale
2849,RightWhale
2850,RightWhale
2851,NoWhale
2852,NoWhale
2853,NoWhale
2854,RightWhale
2855,NoWhale
2856,RightWhale
2857,RightWhale
2858,NoWhale
2859,NoWhale
2860,NoWhale
2861,RightWhale
2862,RightWhale
2863,RightWhale
2864,RightWhale
2865,NoWhale
2866,NoWhale
2867,NoWhale
2868,NoWhale
2869,RightWhale
2870,RightWhale
2871,RightWhale
2872,RightWhale
2873,RightWhale
2874,RightWhale
2875,NoWhale
2876,NoWhale
2877,NoWhale
2878,NoWhale
2879,RightWhale
2880,RightWhale
2881,NoWhale
2882,NoWhale
2883,NoWhale
2884,RightWhale
2885,RightWhale
2886,RightWhale
2887,NoWhale
2888,RightWhale
2889,RightWhale
2890,RightWhale
2891,NoWhale
2892,RightWhale
2893,RightWhale
2894,NoWhale
2895,NoWhale
2896,RightWhale
2897,RightWhale
2898,RightWhale
2899,NoWhale
2900,NoWhale
2901,RightWhale
2902,NoWhale
2903,NoWhale
2904,NoWhale
2905,NoWhale
2906,RightWhale
2907,NoWhale
2908,RightWhale
2909,RightWhale
2910,NoWhale
2911,NoWhale
2912,RightWhale
2913,NoWhale
2914,RightWhale
2915,RightWhale
2916,RightWhale
2917,NoWhale
2918,NoWhale
2919,RightWhale
2920,NoWhale
2921,RightWhale
2922,NoWhale
2923,RightWhale
2924,NoWhale
2925,NoWhale
2926,NoWhale
2927,NoWhale
2928,NoWhale
2929,NoWhale
2930,RightWhale
2931,NoWhale
2932,RightWhale
2933,RightWhale
2934,NoWhale
2935,RightWhale
2936,RightWhale
2937,RightWhale
2938,NoWhale
2939,NoWhale
2940,NoWhale
2941,NoWhale
2942,NoWhale
2943,RightWhale
2944,RightWhale
2945,NoWhale
2946,RightWhale
2947,RightWhale
2948,RightWhale
2949,NoWhale
2950,RightWhale
2951,NoWhale
2952,RightWhale
2953,RightWhale
2954,RightWhale
2955,RightWhale
2956,NoWhale
2957,NoWhale
2958,RightWhale
2959,RightWhale
2960,NoWhale
2961,RightWhale
2962,RightWhale
2963,RightWhale
2964,NoWhale
2965,NoWhale
2966,NoWhale
2967,NoWhale
2968,NoWhale
2969,NoWhale
2970,NoWhale
2971,RightWhale
2972,RightWhale
2973,NoWhale
2974,RightWhale
2975,NoWhale
2976,NoWhale
2977,RightWhale
2978,NoWhale
2979,NoWhale
2980,NoWhale
2981,NoWhale
2982,RightWhale
2983,RightWhale
2984,NoWhale
2985,NoWhale
2986,RightWhale
2987,RightWhale
2988,NoWhale
2989,NoWhale
2990,RightWhale
2991,NoWhale
2992,NoWhale
2993,NoWhale
2994,NoWhale
2995,RightWhale
2996,RightWhale
2997,RightWhale
2998,RightWhale
2999,RightWhale
3000,RightWhale
3001,RightWhale
3002,RightWhale
3003,NoWhale
3004,NoWhale
3005,NoWhale
3006,RightWhale
3007,NoWhale
3008,NoWhale
3009,RightWhale
3010,RightWhale
3011,RightWhale
3012,NoWhale
3013,NoWhale
3014,NoWhale
3015,NoWhale
3016,RightWhale
3017,RightWhale
3018,RightWhale
3019,RightWhale
3020,NoWhale
3021,NoWhale
3022,RightWhale
3023,NoWhale
3024,NoWhale
3025,NoWhale
3026,NoWhale
3027,RightWhale
3028,NoWhale
3029,RightWhale
3030,RightWhale
3031,RightWhale
3032,NoWhale
3033,RightWhale
3034,NoWhale
3035,RightWhale
3036,NoWhale
3037,NoWhale
3038,NoWhale
3039,NoWhale
3040,NoWhale
3041,RightWhale
3042,NoWhale
3043,NoWhale
3044,NoWhale
3045,NoWhale
3046,NoWhale
3047,NoWhale
3048,NoWhale
3049,NoWhale
3050,NoWhale
3051,NoWhale
3052,NoWhale
3053,NoWhale
3054,NoWhale
3055,NoWhale
3056,RightWhale
3057,RightWhale
3058,RightWhale
3059,NoWhale
3060,RightWhale
3061,RightWhale
3062,NoWhale
3063,RightWhale
3064,RightWhale
3065,NoWhale
3066,RightWhale
3067,RightWhale
3068,RightWhale
3069,RightWhale
3070,RightWhale
3071,NoWhale
3072,NoWhale
3073,NoWhale
3074,RightWhale
3075,NoWhale
3076,NoWhale
3077,NoWhale
3078,NoWhale
3079,RightWhale
3080,NoWhale
3081,RightWhale
3082,NoWhale
3083,NoWhale
3084,RightWhale
3085,RightWhale
3086,RightWhale
3087,RightWhale
3088,RightWhale
3089,RightWhale
3090,RightWhale
3091,RightWhale
3092,RightWhale
3093,RightWhale
3094,NoWhale
3095,NoWhale
3096,NoWhale
3097,RightWhale
3098,NoWhale
3099,RightWhale
3100,RightWhale
3101,RightWhale
3102,RightWhale
3103,RightWhale
3104,NoWhale
3105,NoWhale
3106,NoWhale
3107,RightWhale
3108,NoWhale
3109,RightWhale
3110,NoWhale
3111,RightWhale
3112,NoWhale
3113,NoWhale
3114,NoWhale
3115,NoWhale
3116,NoWhale
3117,NoWhale
3118,NoWhale
3119,RightWhale
3120,RightWhale
3121,RightWhale
3122,RightWhale
3123,RightWhale
3124,NoWhale
3125,NoWhale
3126,RightWhale
3127,NoWhale
3128,RightWhale
3129,RightWhale
3130,NoWhale
3131,NoWhale
3132,RightWhale
3133,NoWhale
3134,RightWhale
3135,NoWhale
3136,NoWhale
3137,NoWhale
3138,NoWhale
3139,NoWhale
3140,NoWhale
3141,NoWhale
3142,NoWhale
3143,NoWhale
3144,RightWhale
3145,NoWhale
3146,RightWhale
3147,NoWhale
3148,NoWhale
3149,RightWhale
3150,NoWhale
3151,RightWhale
3152,NoWhale
3153,RightWhale
3154,RightWhale
3155,NoWhale
3156,NoWhale
3157,RightWhale
3158,NoWhale
3159,NoWhale
3160,NoWhale
3161,RightWhale
3162,RightWhale
3163,NoWhale
3164,NoWhale
3165,NoWhale
3166,RightWhale
3167,RightWhale
3168,RightWhale
3169,RightWhale
3170,RightWhale
3171,NoWhale
3172,NoWhale
3173,RightWhale
3174,RightWhale
3175,NoWhale
3176,NoWhale
3177,RightWhale
3178,RightWhale
3179,NoWhale
3180,RightWhale
3181,RightWhale
3182,NoWhale
3183,NoWhale
3184,NoWhale
3185,RightWhale
3186,NoWhale
3187,RightWhale
3188,NoWhale
3189,NoWhale
3190,NoWhale
3191,RightWhale
3192,NoWhale
3193,NoWhale
3194,RightWhale
3195,RightWhale
3196,RightWhale
3197,RightWhale
3198,RightWhale
3199,RightWhale
3200,RightWhale
3201,RightWhale
3202,NoWhale
3203,NoWhale
3204,RightWhale
3205,NoWhale
3206,RightWhale
3207,RightWhale
3208,NoWhale
3209,NoWhale
3210,NoWhale
3211,NoWhale
3212,RightWhale
3213,RightWhale
3214,RightWhale
3215,NoWhale
3216,RightWhale
3217,NoWhale
3218,RightWhale
3219,RightWhale
